loss,accuracy,val_loss,val_accuracy,lr
0.9032987356185913,0.6357070803642273,0.7426983714103699,0.7165354490280151,1e-04
0.7308785319328308,0.7152210474014282,0.6641560196876526,0.7461417317390442,1e-04
0.6687331795692444,0.7393857836723328,0.622755229473114,0.7574803233146667,1e-04
0.6228109002113342,0.757610559463501,0.6006179451942444,0.7540157437324524,1e-04
0.5854121446609497,0.7717853784561157,0.5771270394325256,0.7675590515136719,1e-04
0.5532884001731873,0.7832602262496948,0.5700792074203491,0.7666141986846924,1e-04
0.5175581574440002,0.7979750037193298,0.5479146838188171,0.780472457408905,1e-04
0.4929865002632141,0.8075599074363708,0.5437444448471069,0.780472457408905,1e-04
0.4621100425720215,0.8182922601699829,0.5413634181022644,0.7817322611808777,1e-04
0.44503286480903625,0.8249071836471558,0.5376594662666321,0.7877165079116821,1e-04
0.41544851660728455,0.8344920873641968,0.5326313972473145,0.7940157651901245,1e-04
0.3989506959915161,0.8436044454574585,0.5361120104789734,0.7937008142471313,1e-04
0.36471518874168396,0.8570367693901062,0.5579817295074463,0.7921259999275208,1e-04
0.34459125995635986,0.8680391311645508,0.5532557368278503,0.7899212837219238,1e-04
0.29660695791244507,0.8853864073753357,0.563412606716156,0.8053543567657471,2e-05
0.27628061175346375,0.8943638205528259,0.5731128454208374,0.8015748262405396,2e-05
0.2685120701789856,0.8949713110923767,0.5719022154808044,0.8044094443321228,2e-05
